:START_ID(Author)	corresponding_author	:END_ID(Article)
Erik Schaffernicht	No	9697
Achim J. Lilienthal	No	9697
Jorge Ardila-Rey	Yes	9698
Ricardo Albarracín Sánchez	No	9698
Fernando Álvarez	No	9698
Aldo Barrueto	No	9698
Fabiana Arduini	Yes	9699
Viviana Scognamiglio	No	9699
Corrado Covaia	No	9699
Aziz Amine	No	9699
Danila Moscone	No	9699
Giuseppe Palleschi	No	9699
Ewout A. Arkenbout	Yes	9700
Joost C. F. de Winter	No	9700
Paul Breedveld	No	9700
Aintzane Armentia	Yes	9701
Unai Gangoiti	No	9701
Rafael Priego	No	9701
Elisabet Estévez-Estévez	No	9701
Marga Marcos	No	9701
Giuseppe Artese	Yes	9702
Michele Perrelli	No	9702
Serena Artese	No	9702
Sebastiano Meduri	No	9702
Natale Brogno	No	9702
Ángel Asensio	Yes	9703
Teresa Blanco	No	9703
Rubén Blasco Marín	No	9703
Álvaro Marco	No	9703
Roberto Casas	No	9703
Muhammad H. Asif	Yes	9704
Bengt Danielsson	No	9704
Magnus Willander	No	9704
Ferhat Attal	Yes	9705
Samer Mohammed	No	9705
Mariam Dedabrishvili	No	9705
Faicel Chamroukhi	No	9705
Latifa Oukhellou	No	9705
Yacine Amirat	No	9705
Edouard Auvinet	Yes	9706
Franck Multon	No	9706
Jean Meunier	No	9706
Oguzhan Avci	Yes	9707
Nese Lortlar Ünlü	No	9707
Ayça Yalçin Özkumur	No	9707
M. Selim Ünlü	No	9707
Gustavo S. C. Avellar	Yes	9708
Guilherme A. S. Pereira	No	9708
Luciano C. A. Pimenta	No	9708
Paulo Iscold	No	9708
Saverio Avino	Yes	9709
Vittoria D&apos;Avino	No	9709
Antonio Giorgini	No	9709
Roberto Pacelli	No	9709
Raffaele Liuzzi	No	9709
Laura Cella	No	9709
Paolo De Natale	No	9709
Gianluca Gagliardi	No	9709
Kamlesh Awasthi	Yes	9710
Kazuhito Yamamoto	No	9710
Kazunari Furuya	No	9710
Takakazu Nakabayashi	No	9710
Liming Li	No	9710
Nobuhiro Ohta	No	9710
Inmaculada Ayala	Yes	9711
Mercedes Amor	No	9711
Lidia Fuentes	No	9711
José M. Troya	No	9711
Ismael F. Aymerich	Yes	9712
Albert-Miquel Sánchez	No	9712
Sergio Pérez	No	9712
Jaume Piera	No	9712
Idowu Ayoola	Yes	9713
Wei Chen 0015	No	9713
Loe M. G. Feijs	No	9713
Rukiye Ayranci	Yes	9714
Dilek Odaci Demirkol	No	9714
Metin Ak	No	9714
Suna Timur	No	9714
Gorka Azkune	Yes	9715
Aitor Almeida	No	9715
Diego López-de-Ipiña	No	9715
Liming Chen 0001	No	9715
Justin T. Baca	Yes	9716
Virginia Severns	No	9716
Debbie Lovato	No	9716
Darren W. Branch	No	9716
Richard S. Larson	No	9716
Daniel Bachmann	Yes	9717
Frank Weichert	No	9717
Gerhard Rinkenauer	No	9717
Anamaria Baciu	Yes	9718
Magdalena Ardelean	No	9718
Aniela Pop	No	9718
Rodica Pode	No	9718
Florica Manea	No	9718
Anastasios Badarlis	Yes	9719
Axel Pfau	No	9719
Anestis Kalfas	No	9719
Ricardo Badia-Melis	Yes	9720
Luis Ruiz-Garcia	No	9720
Javier Garcia-Hierro	No	9720
Jose I. Robla Villalba	No	9720
Tae-Suk Bae	Yes	9721
Dorota A. Grejner-Brzezinska	No	9721
Gerald Mader	No	9721
Michael Dennis	No	9721
Sung-Ok Baek	Yes	9722
Lakshmi Narayana Suvarapu	No	9722
Young-Kyo Seo	No	9722
Antoine B. Bagula	Yes	9723
Lorenzo Castelli	No	9723
Marco Zennaro	No	9723
Xiangzhi Bai	Yes	9724
Yunjie Bai	Yes	9725
Jingang Wang	No	9725
Gang Wei	No	9725
Yongming Yang	No	9725
Manuela Baietto	Yes	9726
Alphus D. Wilson	No	9726
Venu Gopal Bairi	Yes	9727
Shawn Bourdo	No	9727
Nicolas Sacre	No	9727
Dev Nair	No	9727
Brian C. Berry	No	9727
Alexandru S. Biris	No	9727
Tito Viswanathan	No	9727
Pavel V. Bakharev	Yes	9728
David N. McIlroy	No	9728
Marco Baldi	Yes	9729
Graziano Cerri	No	9729
Franco Chiaraluce	No	9729
Lorenzo Eusebi	No	9729
Paola Russo	No	9729
Zachary Ballard	Yes	9730
Martin D. Baaske	No	9730
Frank Vollmer	No	9730
Jae Won Bang	Yes	9731
Jong-Suk Choi	No	9731
Hwan Heo	No	9731
Kang Ryoung Park	No	9731
Oresti Banos	Yes	9732
José Antonio Moral-Muñoz	No	9732
Ignacio Diaz Reyes	No	9732
Manuel Arroyo Morales	No	9732
Miguel Damas	No	9732
Enrique Herrera-Viedma	No	9732
Choong Seon Hong	No	9732
Sungyong Lee	No	9732
Héctor Pomares	No	9732
Ignacio Rojas	No	9732
Claudia Villalonga	No	9732
Jiatong Bao	Yes	9733
Yunyi Jia	No	9733
Yu Cheng	No	9733
Ning Xi	No	9733
Jose-Luis Barcena-Humanes	Yes	9734
Pedro Gomez-del-Hoyo	No	9734
María-Pilar Jarabo-Amores	No	9734
David de la Mata-Moya	No	9734
Nerea del-Rey-Maestre	No	9734
Virgínia H. V. Baroncini	Yes	9735
Cicero Martelli	No	9735
Marco José Da Silva	No	9735
Rigoberto E. M. Morales	No	9735
Jens Barth	Yes	9736
Cäcilia Oberndorfer	No	9736
Cristian F. Pasluosta	No	9736
Samuel Schülein	No	9736
Heiko Gassner	No	9736
Samuel J. Reinfelder	No	9736
Patrick Kugler	No	9736
Dominik Schuldhaus	No	9736
Jürgen Winkler	No	9736
Jochen Klucken	No	9736
Björn M. Eskofier	No	9736
Kamalakanta Behera	Yes	9737
Shubha Pandey	No	9737
Anu Kadyan	No	9737
Siddharth Pandey	No	9737
Paolo Bellavista	Yes	9738
Antonio Corradi	No	9738
Luca Foschini	No	9738
Raffaele Ianniello	No	9738
Manuel Domingo Beltrán	Yes	9739
Ramón Luna Molina	No	9739
Miguel Ángel Satorre Aznar	No	9739
Carmina Santonja Moltó	No	9739
Carlos Millán Verdú	No	9739
Micaela Benavides	Yes	9740
Johan Mailier	No	9740
Anne-Lise Hantson	No	9740
Gerardo Muñoz	No	9740
Alejandro Vargas	No	9740
Jan F. M. Van Impe	No	9740
Alain Vande Wouwer	No	9740
Daniela De Benedetto	Yes	9741
Ruggiero Quarto	No	9741
Annamaria Castrignanò	No	9741
Domenico A. Palumbo	No	9741
Yerai Berenguer	Yes	9742
Luis Payá	No	9742
Mónica Ballesta	No	9742
Óscar Reinoso	No	9742
Ron Berenstein	Yes	9743
Marko Hocevar	No	9743
Tone Godesa	No	9743
Yael Edan	No	9743
Ohad Ben-Shahar	No	9743
Bastian Bergauer	Yes	9744
Christian Knipfer	No	9744
Andreas Amann	No	9744
Maximilian Rohde	No	9744
Katja Tangermann-Gerk	No	9744
Werner Adler	No	9744
Michael Schmidt	No	9744
Emeka Nkenke	No	9744
Florian Stelzle	No	9744
Andoni Beriain	Yes	9745
Iñigo Gutierrez	No	9745
Héctor Solar	No	9745
Roc Berenguer	No	9745
Arturo Bertomeu-Motos	Yes	9746
Luis Daniel Lledó	No	9746
Jorge A. Díez	No	9746
Jose M. Catalan	No	9746
Santiago Ezquerro	No	9746
Francisco J. Badesa	No	9746
Nicolás García Aracil	No	9746
Bassem Besbes	Yes	9747
Alexandrina Rogozan	No	9747
Adela-Maria Rus	No	9747
Abdelaziz Bensrhair	No	9747
Alberto Broggi	No	9747
Paolo Bettini 0001	Yes	9748
Erika Guerreschi	No	9748
Giuseppe Sala	No	9748
Sabin Bhandari	Yes	9749
Sangman Moh	No	9749
Sanjeev K. Bhardwaj	Yes	9750
Neha Bhardwaj	No	9750
Manil Kukkar	No	9750
Amit L. Sharma	No	9750
Ki-Hyun Kim	No	9750
Akash Deep	No	9750
Xu Bian	Yes	9751
Yibo Li	No	9751
Hao Feng 0003	No	9751
Jiaqiang Wang	No	9751
Lei Qi	No	9751
Shijiu Jin	No	9751
Xu Bian	Yes	9752
Yu Zhang	No	9752
Yibo Li	No	9752
Xiaoyue Gong	No	9752
Shijiu Jin	No	9752
Kalil A. Bispo	Yes	9753
Nelson S. Rosa	No	9753
Paulo R. F. Cunha	No	9753
Asgeir Bjorgan	Yes	9754
Lise Lyngsnes Randeberg	No	9754
José-Luis Blanco-Claraco	Yes	9755
Javier López-Martínez	No	9755
José-Luis Torres Moreno	No	9755
Antonio Giménez-Fernández	No	9755
Piero Boccardo	Yes	9756
Filiberto Chiabrando	No	9756
Furio Dutto	No	9756
Fabio Giulio Tonolo	No	9756
Andrea Lingua	No	9756
Francisco Bonin-Font	Yes	9757
Miquel Massot-Campos	No	9757
Pep Lluis Negre Carrasco	No	9757
Gabriel Oliver Codina	No	9757
Joan P. Beltrán	No	9757
Irene Borra-Serrano	Yes	9758
José Manuel Peña 0002	No	9758
Jorge Torres-Sánchez	No	9758
Francisco Javier Mesas-Carrascosa	No	9758
Francisca López-Granados	No	9758
Josep Bosch	Yes	9759
Nuno Gracias	No	9759
Pere Ridao	No	9759
David Ribas	No	9759
Stefan Bosse	Yes	9760
Souhir Boujday	Yes	9761
Marc Lamy de la Chapelle	No	9761
Johannes Srajer	No	9761
Wolfgang Knoll	No	9761
Serge Thomas Mickala Bourobou	Yes	9762
Younghwan Yoo	No	9762
Brice Bouvier	Yes	9763
Sonia Duprey	No	9763
Laurent Claudon	No	9763
Raphaël Dumas	No	9763
Adriana Savescu	No	9763
Carlo Braccini	Yes	9764
Franco Davoli	No	9764
Mario Marchese	No	9764
Maurizio Mongelli	No	9764
Stuart Bradley	Yes	9765
Justin M. Bradley	Yes	9766
Ella M. Atkins	No	9766
Jaroslav Braun	Yes	9767
Martin Stroner	No	9767
Rudolf Urban	No	9767
Filip Dvorácek	No	9767
Simone Brienza	Yes	9768
Andrea Galli	No	9768
Giuseppe Anastasi	No	9768
Paolo Bruschi	No	9768
Davide Brunelli	Yes	9769
Carlo Caione	No	9769
Thomas Brunner	Yes	9770
Jean-Philippe Lauffenburger	No	9770
Sébastien Changey	No	9770
Michel Basset	No	9770
Setia Budi	Yes	9771
Paulo A. de Souza Junior	No	9771
Greg P. Timms	No	9771
Vishv Malhotra	No	9771
Paul Turner	No	9771
Antonio Bueno	Yes	9772
Driss Lahem	No	9772
Christophe Caucheteur	No	9772
Marc Debliquy	No	9772
Roberto Buffa	Yes	9773
Elena Mereu	No	9773
Paolo Lussu	No	9773
Valeria Succa	No	9773
Tonino Pisanu	No	9773
Franco Buffa	No	9773
Elisabetta Marini	No	9773
Gonca Bülbül	Yes	9774
Akhtar Hayat	No	9774
Silvana Andreescu	No	9774
Natinan Bunyakul	Yes	9775
Antje J. Baeumner	No	9775
Antoni Burguera	Yes	9776
Francisco Bonin-Font	No	9776
Gabriel Oliver	No	9776
Ismail Butun	Yes	9777
In-ho Ra	No	9777
Ravi Sankar	No	9777
Muhamad Ramdzan Buyong	Yes	9778
Farhad Larki	No	9778
Mohd Syafiq Faiz	No	9778
Azrul Azlan Hamzah	No	9778
Jumrail Yunas	No	9778
Burhanuddin Yeop Majlis	No	9778
Yeun-Sub Byun	Yes	9779
Rag-Gyo Jeong	No	9779
Seok-won Kang	No	9779
Jun Cai	Yes	9780
Jing Chen	No	9780
Xing Liang	No	9780
Jia Cai	Yes	9781
Panfeng Huang	No	9781
Bin Zhang	No	9781
Dongke Wang	No	9781
Cinzia Caliendo	Yes	9782
Cinzia Caliendo	Yes	9783
Andrew J. Callaway	Yes	9784
Serge Camou	Yes	9785
Adrián Canedo-Rodriguez	Yes	9786
Jose Manuel Rodriguez	No	9786
Víctor Alvarez-Santos	No	9786
Roberto Iglesias	No	9786
Carlos V. Regueiro	No	9786
Eduardo Cañete	Yes	9787
Jaime Chen	No	9787
Manuel Díaz	No	9787
Luis Llopis	No	9787
Bartolomé Rubio	No	9787
Eduardo Cañete	Yes	9788
Jaime Chen	No	9788
Manuel Díaz	No	9788
Luis Llopis	No	9788
Ana Reyna	No	9788
Bartolomé Rubio	No	9788
José M. Canino-Rodríguez	Yes	9789
Jesús García Herrero	No	9789
Juan A. Besada Portas	No	9789
Antonio G. Ravelo-García	No	9789
Carlos Manuel Travieso-González	No	9789
Jesús Bernardino Alonso Hernández	No	9789
Hai-lin Cao	Yes	9790
Fen Jiang	No	9790
Jiujiu Liu	No	9790
Wenbin Cai	No	9790
Ming-Chun Tang	No	9790
Xiao-heng Tan	No	9790
Shi-zhong Yang	No	9790
Meng-Li Cao	Yes	9791
Qing-Hao Meng	No	9791
Jia-Ying Wang	No	9791
Bing Luo	No	9791
Ya-Qi Jing	No	9791
Shu-Gen Ma	No	9791
Juliang Cao	Yes	9792
Minghao Wang	No	9792
Shaokun Cai	No	9792
Kaidong Zhang	No	9792
Danni Cong	No	9792
Meiping Wu	No	9792
Baosheng Cao	Yes	9793
Jin-Lei Wu	No	9793
Xuehan Wang	No	9793
Yangyang He	No	9793
Zhiqing Feng	No	9793
Bin Dong	No	9793
Xiang Cao	Yes	9794
Jingmin Xin	No	9794
Yoshifumi Nishio	No	9794
Nanning Zheng	No	9794
Rosamaria Capuano	Yes	9795
Giuseppe Pomarico	No	9795
Roberto Paolesse	No	9795
Corrado Di Natale	No	9795
Alejandro Carazo	Yes	9796
Petr Pávek	No	9796
Marlene N. Cardoza-Contreras	Yes	9797
José M. Romo-Herrera	No	9797
Luis A. Rios	No	9797
R. García-Gutiérrez	No	9797
T. A. Zepeda	No	9797
Oscar E. Contreras	No	9797
Juan Carmona	Yes	9798
Fernando García 0002	No	9798
David Martín 0001	No	9798
Arturo de la Escalera	No	9798
José María Armingol	No	9798
Daniel Carrillo	Yes	9799
Victoria Moreno	No	9799
Benito Úbeda Miñaro	No	9799
Antonio F. Skarmeta	No	9799
Adrian Carrio	Yes	9800
Carlos Sampedro	No	9800
José Luis Sánchez-López	No	9800
Miguel Pimienta	No	9800
Pascual Campoy Cervera	No	9800
Paola Carullo	Yes	9801
Giovanni Paolo Cetrangolo	No	9801
Luigi Mandrich	No	9801
Giuseppe Manco	No	9801
Ferdinando Febbraio	No	9801
Monica Rivas Casado	Yes	9802
Rocio Ballesteros Gonzalez	No	9802
Thomas Kriechbaumer	No	9802
Amanda Veal	No	9802
Francisco Casas	Yes	9803
David Ortiz	No	9803
Enrique Villa	No	9803
Juan L. Cano	No	9803
Jaime Cagigas	No	9803
Ana R. Pérez	No	9803
Beatriz Aja	No	9803
J. Vicente Terán	No	9803
Maria Luisa de la Fuente	No	9803
Eduardo Artal	No	9803
Roger Hoyland	No	9803
Ricardo Génova-Santos	No	9803
Eduardo Casilari	Yes	9804
Rafael Luque	No	9804
María José Morón	No	9804
Giuseppe Caso	Yes	9805
Luca De Nardis	No	9805
Maria-Gabriella Di Benedetto	No	9805
Alexander J. Casson	Yes	9806
Manuel Castañón-Puga	Yes	9807
Abby Salazar-Corrales	No	9807
Leocundo Aguilar	No	9807
Carelia Gaxiola-Pacheco	No	9807
Guillermo Licea	No	9807
Julián Castellanos-Ramos	Yes	9808
Rafael de Jesús Navas-Gonzalez	No	9808
Iván Fernández	No	9808
Fernando Vidal-Verdú	No	9808
Giovanni Castellazzi	Yes	9809
Antonio Maria D&apos;Altri	No	9809
Gabriele Bitelli	No	9809
Ilenia Selvaggi	No	9809
Alessandro Lambertini	No	9809
Francisco J. Castillo-Ruiz	Yes	9810
Manuel Pérez-Ruiz	No	9810
Gregorio L. Blanco-Roldán	No	9810
Jesús A. Gil-Ribes	No	9810
Juan Agüera	No	9810
Marco R. Cavallari	Yes	9811
José E. E. Izquierdo	No	9811
Guilherme S. Braga	No	9811
Ely A. T. Dirani	No	9811
Marcelo A. Pereira-da-Silva	No	9811
Estrella F. G. Rodríguez	No	9811
Fernando J. Fonseca	No	9811
Nunzio Cennamo	Yes	9812
Letizia De Maria	No	9812
Girolamo D&apos;Agostino	No	9812
Luigi Zeni	No	9812
Maria Pesavento	No	9812
David Perez Diaz de Cerio	Yes	9813
José Luis Valenzuela	No	9813
Mariela Cerrada	Yes	9814
René-Vinicio Sánchez	No	9814
Diego Cabrera	No	9814
Grover Zurita	No	9814
Chuan Li 0003	No	9814
Giampiero de Cesare	Yes	9815
Augusto Nascetti	No	9815
Domenico Caputo	No	9815
Ismail Cevik	Yes	9816
Xiwei Huang	No	9816
Hao Yu 0001	No	9816
Mei Yan	No	9816
Suat U. Ay	No	9816
Myung-Sic Chae	Yes	9817
Jinsik Kim	No	9817
Yong Kyoung Yoo	No	9817
Ji-Yoon Kang	No	9817
Jeong-Hoon Lee	No	9817
Kyo Seon Hwang	No	9817
Xun Chai	Yes	9818
Feng Gao	No	9818
Yang Pan	No	9818
Chenkun Qi	No	9818
Yilin Xu	No	9818
Hengtai Chang	Yes	9819
Jun Chang	No	9819
Qingjie Huang	No	9819
Qiang Wang	No	9819
Changbin Tian	No	9819
Wei Wei 0004	No	9819
Yuanyuan Liu	No	9819
Keke Chang	Yes	9820
Ruipeng Chen	No	9820
Shun Wang	No	9820
Jianwei Li	No	9820
Xinran Hu	No	9820
Hao Liang	No	9820
Baiqiong Cao	No	9820
Xiaohui Sun	No	9820
Liuzheng Ma	No	9820
Juanhua Zhu	No	9820
Min Jiang	No	9820
Jiandong Hu	No	9820
Wan-Yu Chang	Yes	9821
Chung-Cheng Chiu	No	9821
Jia-Horng Yang	No	9821
Chung-Liang Chang	Yes	9822
Yi-Ming Huang	No	9822
Guo-Fong Hong	No	9822
I-Pin Chang	Yes	9823
Tian-Fu Lee	No	9823
Tsung-Hung Lin	No	9823
Chuan-Ming Liu	No	9823
Rubén Chao	Yes	9824
Germán Macía-Vázquez	No	9824
Eduardo Zalama Casanova	No	9824
Jaime Gómez García-Bermejo	No	9824
José Ramón Perán	No	9824
Chun-Tang Chao	Yes	9825
Chia-Wei Wang	No	9825
Juing-Shian Chiou	No	9825
Chi-Jo Wang	No	9825
David Chaves-Díeguez	Yes	9826
Alexandre Pellitero-Rivero	No	9826
Daniel García-Coego	No	9826
Francisco Javier González-Castaño	No	9826
Pedro S. Rodríguez-Hernández	No	9826
Óscar Piñeiro-Gómez	No	9826
Felipe J. Gil-Castiñeira	No	9826
Enrique Costa-Montenegro	No	9826
Xiaoping Che	Yes	9827
Stéphane Maag	No	9827
Hwee-Xian Tan	No	9827
Hwee-Pink Tan	No	9827
Zhangbing Zhou	No	9827
Yanting Che	Yes	9828
Qiu Ying Wang	No	9828
Wei Gao 0010	No	9828
Fei Yu 0006	No	9828
Chien-Sheng Chen	Yes	9829
Chiachung Chen	Yes	9830
Siyuan Feng Chen	Yes	9831
Ali Aldalbahi	No	9831
Peter Xianping Feng	No	9831
Ying-Yun Chen	Yes	9832
Rong-Seng Chang	No	9832
Szi-Wen Chen	Yes	9833
Yuan-Ho Chen	No	9833
Quan Chen 0003	Yes	9834
Siyao Cheng	No	9834
Hong Gao	No	9834
Jianzhong Li	No	9834
Zhipeng Cai	No	9834
Ching-Pei Chen	Yes	9835
Jing-Yi Chen	No	9835
Chun-Kai Huang	No	9835
Jau-Ching Lu	No	9835
Pei-Chun Lin	No	9835
Yibo Chen	Yes	9836
Jean-Pierre Chanet	No	9836
Kun Mean Hou	No	9836
Hongling Shi	No	9836
Gil De Sousa	No	9836
Ying-Yun Chen	Yes	9837
Rong-Seng Chang	No	9837
Ko-Wen Jwo	No	9837
Chung-Chi Hsu	No	9837
Chu-Pang Tsao	No	9837
Kun-Hui Chen	Yes	9838
Po-Chao Chen	No	9838
Kai-Chun Liu	No	9838
Chia-Tai Chan	No	9838
Ruizhi Chen	Yes	9839
Tianxing Chu	No	9839
Keqiang Liu	No	9839
Jingbin Liu	No	9839
Yuwei Chen	No	9839
Jing Chen	Yes	9840
Ruochen Cao	No	9840
Yongtian Wang	No	9840
Huifang Chen	Yes	9841
Linlin Ge	No	9841
Lei Xie 0003	No	9841
Shih-Ching Chen	Yes	9842
Tsung-Hsun Hsieh	No	9842
Wen-Jia Fan	No	9842
Chien-Hung Lai	No	9842
Chun-Lung Chen	No	9842
Wei-Feng Wei	No	9842
Chih-Wei Peng	No	9842
Ying-Lun Chen	Yes	9843
Wen-Jyi Hwang	No	9843
Chi-En Ke	No	9843
Chin-Hsing Chen	Yes	9844
Wen-Tzeng Huang	No	9844
Tan-Hsu Tan	No	9844
Cheng-Chun Chang	No	9844
Yuan-Jen Chang	No	9844
Pan Chen	Yes	9845
Yujing He	No	9845
Xiaosong Zhu	No	9845
Yiwei Shi	No	9845
Chao-I Chen	Yes	9846
Robert Koseluk	No	9846
Chase Buchanan	No	9846
Andrew Duerner	No	9846
Brian Jeppesen	No	9846
Hunter Laux	No	9846
Juan Chen	Yes	9847
Zheng-Kui Lin	No	9847
Ying Hu	No	9847
Bailing Wang	No	9847
Chen Chen	Yes	9848
Fei Liu	No	9848
Jun Lin	No	9848
Yanzhang Wang	No	9848
Weiwu Chen	Yes	9849
Yingkai Liu	No	9849
Zhaojun Qin	No	9849
Yuemei Wu	No	9849
Shuanghui Li	No	9849
Peng Ai	No	9849
Yangqing Chen	Yes	9850
Yong Liu	No	9850
Xiaodan Shen	No	9850
Zhimin Chang	No	9850
Longhua Tang	No	9850
Wen-Fei Dong	No	9850
Mingyu Li	No	9850
Jian-Jun He	No	9850
Xiaoguang Chen	Yes	9851
Dan Liu	No	9851
Guanghua Xu	No	9851
Kuosheng Jiang	No	9851
Lin Liang	No	9851
Pengpeng Chen	Yes	9852
Honglu Ma	No	9852
Shouwan Gao	No	9852
Yan Huang	No	9852
Guoliang Chen 0006	Yes	9853
Xiaolin Meng	No	9853
Yunjia Wang	No	9853
Yanzhe Zhang	No	9853
Peng Tian	No	9853
Huachao Yang	No	9853
Longyan Chen	Yes	9854
Suresh Neethirajan	No	9854
Chi-Jim Chen	Yes	9855
Tun-Wen Pai	No	9855
Mox Cheng	No	9855
Jiangping Chen	Yes	9856
Se Shi	No	9856
Rongxin Su	No	9856
Wei Qi	No	9856
Renliang Huang	No	9856
Mengfan Wang	No	9856
Libing Wang	No	9856
Zhimin He	No	9856
Peirong Chen	Yes	9857
Simon Schönebaum	No	9857
Thomas Simons	No	9857
Dieter Rauch	No	9857
Markus Dietrich	No	9857
Ralf Moos	No	9857
Ulrich Simon	No	9857
Tao Chen 0002	Yes	9858
Huanxin Wu	No	9858
Limin Guo	No	9858
Lutao Liu	No	9858
Jinglong Chen	Yes	9859
Yu Wang	No	9859
Zhengjia He	No	9859
Xiaodong Wang	No	9859
Nengcheng Chen	Yes	9860
Changjiang Xiao	No	9860
Fangling Pu	No	9860
Xiaolei Wang	No	9860
Chao Wang 0010	No	9860
Zhili Wang	No	9860
Jianya Gong	No	9860
Yanming Chen	Yes	9861
Qingjie Zhao	No	9861
Zhenghua Chen	Yes	9862
Han Zou	No	9862
Hao Jiang 0008	No	9862
Qingchang Zhu	No	9862
Yeng Chai Soh	No	9862
Lihua Xie	No	9862
Zhe Chen	Yes	9863
Fumin Zhang	No	9863
Xinghua Qu	No	9863
Baoqiu Liang	No	9863
Bei Chen	Yes	9864
Yanqing Zhu	No	9864
Zhenxiang Yi	No	9864
Ming Qin	No	9864
Qing-An Huang	No	9864
Juan Cheng	Yes	9865
Xun Chen	No	9865
Aiping Liu	No	9865
Hu Peng	No	9865
Jian-hua Cheng	Yes	9866
Daidai Chen	No	9866
Xiangyu Sun	No	9866
Tongda Wang	No	9866
Jian-hua Cheng	Yes	9867
Bing Qi	No	9867
Daidai Chen	No	9867
René Landry Jr.	No	9867
Hejin Cheong	Yes	9868
Eunjung Chae	No	9868
Eunsung Lee	No	9868
Gwanghyun Jo	No	9868
Joonki Paik	No	9868
Kai-Wei Chiang	Yes	9869
Cheng-An Lin	No	9869
Chung-yen Kuo	No	9869
Kai-Wei Chiang	Yes	9870
Meng-Lun Tsai	No	9870
Naser El-Sheimy	No	9870
Ayman W. Habib	No	9870
Chien-Hsun Chu	No	9870
Gabriele Chiesura	Yes	9871
Geert Luyckx	No	9871
Eli Voet	No	9871
Nicolas Lammens	No	9871
Wim Van Paepegem	No	9871
Joris Degrieck	No	9871
Manuel Dierick	No	9871
Luc Van Hoorebeke	No	9871
Pieter Vanderniepen	No	9871
Sanne Sulejmani	No	9871
Camille Sonnenfeld	No	9871
Thomas Geernaert	No	9871
Francis Berghmans	No	9871
Congo Tak-Shing Ching	Yes	9872
Nguyen Van Hieu	No	9872
Teng-Yun Cheng	No	9872
Lin-Shien Fu	No	9872
Tai-Ping Sun	No	9872
Ming-Yen Liu	No	9872
Su-Hua Huang	No	9872
Yan-Dong Yao	No	9872
Maria V. Chistiakova	Yes	9873
Ce Shi	No	9873
Andrea M. Armani	No	9873
Tzu-Keng Chiu	Yes	9874
Kin Fong Lei	No	9874
Chia-Hsun Hsieh	No	9874
Hung-Bo Hsiao	No	9874
Hung-Ming Wang	No	9874
Min-Hsien Wu	No	9874
Ping-Hsien Chiu	Yes	9875
Chen-Hsun Weng	No	9875
Ruey-Jen Yang	No	9875
Hyoungsig Cho	Yes	9876
Seunghwan Hong	No	9876
Sangmin Kim	No	9876
Hyokeun Park	No	9876
Ilsuk Park	No	9876
Hong-Gyoo Sohn	No	9876
Keunhee Cho	Yes	9877
Sung Yong Park	No	9877
Jeong-Rae Cho	No	9877
Sung Tae Kim	No	9877
Young-Hwan Park	No	9877
Keuchul Cho	Yes	9878
Woojin Park	No	9878
Moonki Hong	No	9878
Gisu Park	No	9878
Wooseong Cho	No	9878
Jihoon Seo	No	9878
Kijun Han	No	9878
Soojin Cho	Yes	9879
Jong-Woong Park	No	9879
Sung-Han Sim	No	9879
Byungjin Cho	Yes	9880
Jongwon Yoon	No	9880
Sung Kwan Lim	No	9880
Ah Ra Kim	No	9880
Sun-Young Choi	No	9880
Dong-Ho Kim	No	9880
Kyu-Hwan Lee	No	9880
Byoung Hun Lee	No	9880
Heung Cho Ko	No	9880
Myung Gwan Hahm	No	9880
Jong-Suk Choi	Yes	9881
Jae Won Bang	No	9881
Hwan Heo	No	9881
Kang Ryoung Park	No	9881
Jaewon Choi	Yes	9882
Hyung-Sup Jung	No	9882
Sang-Ho Yun	No	9882
Ahyoung Choi	Yes	9883
Justin Younghyun Kim	No	9883
Seongwook Jo	No	9883
Jae Hwan Jee	No	9883
Steven B. Heymsfield	No	9883
Yusuf A. Bhagat	No	9883
Insoo Kim	No	9883
Jaegeol Cho	No	9883
Nam-Chul Choi	Yes	9884
Sang Hun Lee	No	9884
Kyoungah Choi	Yes	9885
Impyeong Lee	No	9885
Kenny F. Chou	Yes	9886
Allison M. Dennis	No	9886
Wan-Chun Chuang	Yes	9887
Hwai-Ting Lin	No	9887
Wei-Long Chen	No	9887
Wen-Yu Chuang	Yes	9888
Sung-Yuan Yang	No	9888
Wen-Jong Wu	No	9888
Chih-Ting Lin	No	9888
Seung-Man Chun	Yes	9889
Hyun-Su Kim	No	9889
Jong-Tae Park	No	9889
Yongwha Chung	Yes	9890
Sungju Lee	No	9890
Taewoong Jeon	No	9890
Daihee Park	No	9890
Soo Chung	Yes	9891
Tu San Park	No	9891
Soo-Hyun Park	No	9891
Joon Yong Kim	No	9891
Seongmin Park	No	9891
Daesik Son	No	9891
Young Min Bae	No	9891
Seong In Cho	No	9891
Enea Cippitelli	Yes	9892
Samuele Gasparrini	No	9892
Susanna Spinsante	No	9892
Ennio Gambi	No	9892
Gastone Ciuti	Yes	9893
Leonardo Ricotti	No	9893
Arianna Menciassi	No	9893
Paolo Dario	No	9893
Raffaele Civelli	Yes	9894
Valentina Giovenzana	No	9894
Roberto Beghi	No	9894
Ezio Naldi	No	9894
Riccardo Guidetti	No	9894
Roberto Oberti	No	9894
Jesús Conesa-Muñoz	Yes	9895
Mariano Gonzalez-de-Soto	No	9895
Pablo González de Santos	No	9895
Angela Ribeiro	No	9895
Claudia Conesa	Yes	9896
