:START_ID(Author)	:END_ID(Article)
M. Tahar Kechadi	6068
Jeffrey S. Erickson	1948
Aaron M. Dollar	5071
Sean C. McTrustry	12988
Zhengchun Zhou	1240
Daniele Ciciarelli	5346
Massimo Francucci	13783
Raul Bardaji	1089
Ian M. Sander	15407
Qi An	10788
Borja Bordel	2569
Hana Salihodzic	5047
Jae-Soo Cho	3258
Binxuan Xu	8379
Christoph Clemens	10624
Liang Huang	11796
Johan Van Schalkwyk	8212
Bolanle Tolulope Abe	6060
Dong-Hwan Hwang	13703
Christel Augsburg	2964
Jiefeng Liu	13741
Young-Bong Bang	4177
Ducheng Wu	3343
Yu Lu 0004	13541
Guohua Chen	6710
Yang Yang 0035	683
Dilin Chen	9996
Jean-Paul Van Belle	831
David Johnson 0004	5952
Armelle Prigent	19790
Farzaneh Karegar	4251
Ayush Agarwal	3797
Milica Djuric-Jovicic	10013
Hiroyuki Yamamoto	213
Xinwu Liang	19769
Daiming Qu	4178
Konstantin Zilberburg	6569
Vimal Bhatia	1820
José Luis Pons	11808
Yongbo Li	14248
Kishin B. Sadarangani	3882
Hong Zhao	15914
Yoshihiro Ono	15122
Susovan Mukhopadhyay	18146
Shyan-Lung Lin	4245
Pierre Vincent	12630
Ronald A. Coutu	272
YaoHua Yang	1770
Vincent Mercelot	14645
Gang Qiao	4456
Jie Yin	6424
Lindsay MacDonald Vermeulen	5111
Hussein A. Abbass	15783
Guogang Zhao	6166
Peter Lanzerath	4054
Halit Orhan	10149
Joan Serra-Sagristà	14988
Dennis S. Hansen	11679
Donna M. Rizzo	19022
Hong Ao	11392
Juan José González de la Rosa	4072
Hong Dang	16104
Zhihao Shi	8685
Gen Zhao	16811
Rui Xiong	16214
A. H. M. Sayem	2569
Gaolin Wu	366
Felipe Gonzalez	12053
Hong-Zhou Tan	12567
Affum Emmanuel Ampoma	16088
Jyoti Mazumder	18295
Lalo Magni	6675
Tao Jiang	19146
Songsong Zhang	8646
Claudio Bruzzese	8832
Pierre-Alain Muller	8906
Fahimeh Marvi	6368
Mridul Nandi	14731
Hang Seng Che	4441
Hua Shao	19839
Zhenhua Xu	597
Ersin Yumer	16878
Sanjaykumar Limaji Patil	10668
Yoshimasa Kimura	4857
Efstathios Katranaras	16236
Minglei Yang	18220
Stephen J. Sangwine	16871
Fernando Seoane	12879
Long Wang 0001	2901
Yuanming Chen	12411
Jaroslaw Samelak	10084
Valentina Giovenzana	6512
Jia Deng	3755
Omar Abou Khaled	7148
Sze Sing Lee	7617
Xuefeng Yan	5331
Victoriya Yurchik	7362
Davide Zordan	8714
Tobias Brühwiler	10040
Khyati Baradia	17391
Yi Liu 0001	17986
Qingxuan Jia	19272
Ibrahima Faye	1918
Longqing Qiu	3387
Francis Chow	5374
Weiwei Zhuang	12993
Shih-Yi Yuan	15048
Marc Christopher Wurz	6383
Yu-Teng Chun	19637
Tom Botterill	9583
M. Haris Bin Md Khir	14797
Khrystyna Vasylevska	19806
Tero Ahonen	6131
Jinchang Li	18401
Eunah Choi	11061
Fabio Mottola	4587
Wanyuan Jiang	15363
Kamel Boukhechba	15891
Sixiong You	17295
Vicente Ibarra	690
Meng Sun 0001	16081
Qiang Chen 0002	253
Robert Pless	16590
Bogdan Gavrea	11434
Ho Gi Jung	8594
Zi Long Liu	4
Fang Gao	13643
Chenglin Zhao	12221
Xiaoyong Li	17357
Dalton de A. Honorio	2139
Yu-Chieh Huang	18317
Qing-An Huang	14433
Nigel Melville	7009
Víctor Miñambres-Marcos	3970
Geoffrey Phi C. Tran	2673
Emad Mabrouk	9008
Sangdeok Park	12075
Tarek Ould Bachir	14898
Mohammad B. Shadmand	19019
Sooraj Puthoor	16408
Liqun Chen	15452
Junyong Wu	1038
Enzo de Santis	5525
Lauren D. Field	11849
Xiaopeng Wei	16785
Yuanjiang Huang	9105
Sungho Jang	15983
Sidrah Javed	3824
Pawan Kumar	3324
Shou-Hung Welkin Ling	8294
Yurii Dzhezherya	8324
Hasan Komurcugil	18448
Faizan Ali	15306
Andreas Öchsner	4055
Awais Rashid	3447
Kaspar Jansen	16493
Luca Allodi	12265
Vaise Patu	11978
Syed Asad Raza Kazmi	12170
Jong-Woong Park	3740
Zhuli Yuan	6912
Paul Suetens	278
Giuseppe Petralia	5002
Andrew Marrington	7997
Eitan Altman	9492
Alessio Bucaioni	9217
Mahmoud R. Elhebeary	3307
Alessandro Sanginario	10789
Maciej Cader	14236
Alaaldin AlKilany	16901
Qingfang Ye	996
Yuanming Chen	4824
Cheoloh Kang	9925
Mérouane Debbah	3964
Tan-Phu Vuong	19568
Adrián Hernández-Aguilera	19697
Haoze Luo	10957
Edward Agama	17358
Dieter Sommer	17197
Junfeng Yao	2966
Annalisa Griffa	8999
Bochao Du	14416
Fariba Aalamifar	5293
Dihao Ai	14107
Inès Saad	4061
Koichi Sato	10592
Logeshwaran Murugesan	10646
Will Bridewell	989
Max A. Little	4323
Xiaojuan Jia	16627
Ugo Silva Dias	17961
Peter Jamieson	7240
Jiawei Zhang	9734
Juan Peng	13532
Salinamakki Ramabhatta Gurumurthy	242
Hang Zhang 0010	7398
Fu-Wei Lee	6407
Giuseppe Nano	14174
Oliver Bringmann	2500
Jianwu Wang	11548
Zehor Belkhatir	12818
Simone Silvestri	5189
Yuanjun Zhao	9104
Aixiang He	12265
Gaëlle Lortal	2144
Iztok Savnik	373
N.-S. Kim	7823
Tetsunori Imaizumi	6843
Dao Lam	13025
Noriaki Yoshimasa	18100
Kunyi Cai	11649
Khaing Phyo Wai	11095
Stefano Berretti	4086
Dimitris Askounis	13659
Xiaoyi Yang	16702
Ronald Maier	1820
Jakub Sorocki	505
Zhenyu Liu	18907
Ngombo Armando	3106
Fabrizio Padula	14799
Olga Bibikova	16552
Bruce A. Buckingham	3597
Arnuparb Limpastan	13372
Michal Joachimiak	1942
Jano Malvar	3943
Qian Liu	9489
Matthias Korn	15167
Jukka Heikkilä	17765
Morten Fjeld	10762
Bryan Palmintier	6479
Christoph Lassner	15463
Delia Montoro-Cazorla	18400
Mika Shimada	137
Luca D&apos;Onofrio	10415
Arezki Merkhouf	3287
Wen-Hui Cheng	7125
Fatih Kurugollu	10562
Adrian Carrio	6294
Hrushikesha Mohanty	14716
Koichiro Ueda	17481
Chuang Hou	15948
Xinying Guo	6036
Barbaros Celikkol	16911
Jianhong Fu	8090
Alberto Rodriguez	14287
Atul K. Singh	16415
Alain Pagani	6678
Ji&apos;an Duan	17735
Ming Jiang 0012	231
Rinkaj Goyal	5163
Jian Wang 0017	8595
Ricardo R. Garcia	10176
Junfeng Xu	14184
Junmei Sun	13249
Sadia Din	1507
Quan Zhang	18071
Kati London	12080
Ming Li	18317
Dan Yang	14813
Ruyi Yuan	1212
Stefano Mariani 0002	10464
Héctor Pomares	11100
Sarah Vieweg	4380
Jay M. Jahangiri	6780
Osman S. Gebizlioglu	9875
Paul J. McCullagh	1826
Quan Zhang	6172
Ocean Wu	3062
Tuty Asmawaty Abdul Kadir	13250
Muhammad Tauqir	4783
Jiawei Liu	18183
Henrik Ekstrom	2131
David López-Pérez	570
Guangfen Wei	5330
Hieu Thanh Do	19125
Kyu Ho Park	12906
Elfed Lewis	130
Mathew C. Francis	2245
Min-Koo Kang	5828
Ulrich Waldmann	5641
Zhenbao Pan	1383
Lea Steffen	18527
Chayooth Theeravithayangkura	4632
Andrew Hutchison	18594
Raul Peña	15338
Jianbo Su	5239
Yan Ma	12689
Ruifeng Chen	5546
Ru Yang	7560
Xiaomei Bai	17047
Zhaoliang Lun	17246
Chongyu Lu	18560
Minghuan Zhao	4515
Jan Bobolz	11353
Thomas Neel	7455
Muhammad Khalid	19936
Jan Hrabina	13862
Jae-Yeon Shim	19290
Rodrigo C. O. Rocha	1030
Holger Pirk	3801
Domingo Biel	10208
Jaya Lakshmi	18817
N. Selvaganesan	527
Dirk Lindner	16189
Zhexin Han	3834
Md. Rashidujjaman Rifat	5493
Arijit Bhattacharjee	3286
Yuriy Anisimov	930
Han Ho Choi	1162
Dalil Ichalal	5347
Kazuyuki Fujita	7324
Juncheng Shen	7358
Gukbin Lim	16523
Jinxin Xu	5672
Thomas Plötz	2752
Yang Ye	17335
Ali Chelli	11966
Zhiqiang Wang	1598
Wenyuan Liao	11716
Daehwan Kim	15445
Roberto Nardone	10561
Xiaoyu Lan	11471
Sanaa Ghouzali	10283
Joongheon Kim	12307
Umutcan Simsek	1023
Elaref Ratemi	15674
Nagendra Kumar	2922
Wonseo Lee	16437
Evanthia Papadopoulou	12962
Walter Bottje	11534
Chunhui Zhao	11176
Runge Chen	3479
Valerie Sparkes	5204
Marcin Chciuk	14845
Josef Weinbub	3796
Jeff Orchard	14360
Qi He	6573
Khaing Phyo Wai	722
Bin Yu	15933
Antonella Longo	2317
Xiang Chen 0004	2351
Haiyang Yu	7988
Qifeng Zhang	6340
Shangce Gao	11677
Edouard Gayets	13623
David I. August	18927
Xingbin Zeng	7006
Gansen Zhao	12899
Manuela Flores	3528
Wenwen Kong	9401
Fasheng Wang	1345
Shaoqian Li	16949
Maizatul Akmar Ismail	7578
Luca Allodi	19789
Shigenori Inagaki	8418
Laura Arjona	17414
Kun-Hui Chen	2212
Narcís Cardona	17234
Jeffrey H. Bowles	10
Gintaras Palubeckis	14308
Michael Hamer	19719
Yzu-Wei Kuo	15756
Rongqing Zhang	19281
Dima Damen	9464
Guodong Shi	15108
Iacopo Galli	2458
Hongsheng Hu	7413
Mert Canat	10050
Sumaila Mahama	16476
Yunlong Wang 0002	6289
Yosef Pinhasi	678
Wen-Yan Qu	1540
Anatolii Tcai	9800
Yanjie Wang	5744
Zhongjie Wang	6926
Shyue-Kung Lu	19757
Andreas Rene Geist	10029
Zhiwei Wang	19666
Yong Jiang	15370
Yu-Kun Chen	13254
Arne Bochem	7759
Junsong Yuan	12136
Marinaldo de Jesus dos Santos Rodrigues	1352
Shu-Sheng Hao	11158
C. Hwa Chang	9549
Raoudha Ben Djemaa	14755
G. J. Li	1019
Ansel Barchowsky	7291
Luca De Nardis	11072
Milos Z. Petrovic	12017
Vicent Pla	3284
K. D. Do	3960
Matthew Hayes	15812
Xiang Chen 0009	13721
U. Prathap	12082
Ashok Gopalarathnam	9156
Bernhard Greslehner-Nimmervoll	18215
Simon J. Watson	19531
Robert Robere	477
Tor Erlend Fægri	4964
Chia-Yu Hsu	9083
Margaret Lech	16672
Zheng Xing Wang	3962
Papa Momar Souare	10446
Lidia Fuentes	12925
Binzhen Zhang	16521
Brian L. Price	3141
Julio Zenón García Cortés	10035
KyoJoong Oh	186
Lingmin Kong	9966
Mahmoud I. Abdalla	10571
Yanpeng Wu	18410
Yan Hu	17416
Anoop Lal Vyas	9184
Hilary Davis	14211
Sanjeevikumar Padmanaban	9202
Christophe Sauldubois	19435
Apo Cihangir	12055
Chaker Abdelaziz Kerrache	9103
Bibhuti Bhusan Pradhan	14492
Shuping Yang	10358
Elaref Ratemi	18488
Jakub Obuchowski	1037
Junchao Huang	11345
Jithin J	13266
Félix Gontier	15312
Cai-Rong Chen	5098
Hongyan Yang	6050
Shilpa Lakhanpal	4215
Symeon Papadopoulos	13772
Jichao Wang	1106
Jiaqi Chen	17624
Yusuke Nakakohara	3614
Michael Hofbaur	6885
Vasileios Belagiannis	3168
Jeffrey E. Boyd	1715
Athanasios G. Kanatas	10052
Osamu Yoshie	13222
Frederik M. De Belie	16188
Margarita Norambuena	16856
Xiaoguang Zhang	10623
Carlos Henggeler Antunes	13789
Wei Cheng	7617
Cedomir Stefanovic	2009
Chiu-Yu Cheng	6742
Hongru Tang	2515
Stephen S. Yau	14567
Attila Kertész-Farkas	7701
Hideo Saito	3436
M. A. Razbani	3031
Lei Li 0010	18363
Vincent Ghiëtte	2323
Jun Li 0036	19471
Pierre Gurdjos	628
Lessy Sutiyono Aji	6323
Florian Huber	8846
Prakash Suman	17790
Anastasios Drosou	5198
Pengyun Chen	3306
Aghiad Khadour	909
Kotaro Moritani	2228
Dae-Keun Choi	7703
Ateeq Ur Rehman	4642
Yongcheng Li	13037
Nader Mohamed	17274
Jaime R. de Moraes	11495
Minsoo Kim	11360
Yayu Cheng	12166
Hui Lin 0002	19029
María Pedrero	15026
Chun Sing Lai	19830
Aurora González-Vidal	1553
Liang Liu 0003	8617
Konrad J. Domig	11756
Paolo Perego	13379
Hugh L. Kennedy	1749
Andrea Gaiardo	9735
Julio Gómez-Herrero	8622
Ann Gordon-Ross	982
Conrad McCarthy	6170
Kuo-Jen Chang	14301
Li-Wan Zhang	10599
Ye Chow Kuang	7742
Chao Lu 0001	8428
Bo Ye	5437
Mahmoud Hamouda	14195
Francisco Pérez	7420
Zhaofeng Chen	11840
Junping Sun	12781
Matthew Priestley	16752
Qiannan Lu	17444
Mehrdad Salimitari	5400
José Pelegrí-Sebastiá	9362
Lu Yu 0003	13004
Shahin Boluki	4449
Yuya Kikukawa	1406
Benjamin Hackl	6558
Gaber Magdy	5389
Mqhele E. Dlodlo	12374
Tarik Kazaz	12042
Jérémie Garcia	10230
Christina Schweikert	17332
Xinbo Huang	11740
Jungwoo Lee 0001	7117
Wenbo Zhang	12350
Olga Sorkine-Hornung	11102
Ziqiang Zhang	13744
Olayinka Olaolu Ogundile	4076
Ángela Ribeiro	14595
Challa V. Kumar	6948
Francis Bechet	12319
Léa Jaccoud El-Jaick	3393
Nader Vahdati	5597
Oliver Lehmann	3341
Xiang He	6309
Feng Lu 0006	10313
Carsten W. Scherer	14596
Thomas Grafenauer	276
Yongle Wu	16337
Rongbo Zhu	12486
Zhiwei Wang	9604
Mohammad N. AlShehri	10685
Iztok Savnik	10770
Heejeong Heo	2224
Chongwon Kim	15392
Ebert Brea	441
Hesheng Wang	6661
Bin Wu	7987
Daniel Yuan	16711
Tilbe Göksun	8409
John Zic	4287
Sudhindra A. Kota	8308
Radoslav Chupác	16897
Serge N. Demidenko	18848
Swarup Bhunia	14582
Kornel Wolski	18110
Zofia Cebula	4846
Yunfan Du	13853
Her-Terng Yau	4764
Julian Fernandez	6766
Aihua Zhou	15385
Susana Sargento	17653
Siân E. Lindley	4669
Guo Lin	9290
Yoko Akama	6250
Wencheng Tang	11712
Eloi Agostini Junior	17880
Li Shen	2307
Ferenc A. Bartha	18464
Junping Sun	8480
Hitoshi Niigaki	3357
Shaiful J. Hashim	14946
Jiang Wu	3658
Annalisa Griffa	14395
Goo-Rak Kwon	16885
Gunjan Verma	8953
Al-Abbass Al-Habashneh	10069
Domenico Siracusa	8799
Liao Wu	14878
Manabu Kiguchi	4856
Kien Seng Ong	15938
Rita Georgina Guimaraes	4133
Mikel Azkune	5416
Vrizlynn L. L. Thing	7048
T. C. Lin	10853
Qin Yue	18318
Olli Pyrhönen	2030
Evangelos Papatheou	212
Donato Di Paola	6295
Alexey A. Moiseev	14540
Daniel Schmitt 0001	15890
Sarah K. Spurgeon	18581
Cinara B. Zerbini	12124
Wen Tan	14632
Sonda Chtourou	18684
Rodolfo Bojorque	12246
Subin Kim	10059
Wenrui Gao	2847
Hucheng Pei	16760
Bobak Mortazavi	13520
Abhaya Kumar Pradhan	667
Lei Chen 0026	1697
David Berend	2374
Lijian Yin	595
Ahmet Cihat Baktir	1642
Guy Schofield	9991
Yongxing Jia	14173
Vignesh Jagadeesh	17721
Qilei Zhang	821
Jung-Yong Kim	2288
Kashif Hesham Khan	17769
Sten F. Andler	18528
Andreas Schott	4274
Robert Wille	5790
Zhaowei Chen	5115
Mattias O&apos;Nils	16620
Haowen Chen	6675
P. G. Bhale	9676
Kalle Ruttik	14452
Tatiana Suarez	9248
Giosia Gentile	19650
Thierry Bore	7086
Weixing Chen	9866
Miao Yu 0006	13864
Qiu Xiao	1928
Joan Ramon Casas	5899
Hong-Wen Chiou	779
Nan Ding	6871
Xenofon Fafoutis	9612
Zong-Heng Wei	3585
Wenhua Wu	12178
Marek Jasinski	12954
B. Wu	6004
Hidehiko Hayashi	5278
Sanjay Kumar	16211
N. R. Sunitha	14994
Chungmin Han	17646
Malcolm D. McCulloch	8712
Taocheng Hu	13086
Leire Ruiz-Rubio	3266
Takeo Fujii	12429
Jin-Jang Leou	15727
Soon-Mo Jung	16435
Mattias P. Heinrich	13878
Eduardo Ferreira da Costa	5338
Boyu Zhang	13894
João Moreno Vilas Boas de Souza Silva	2485
Bowen Zhang	4053
Jeffrey Cashion	17732
Jan-Henri Montonen	10103
Xingshen Song	3581
Pedro Centieiro	4649
Tomislav Dragicevic	15845
Yana Zheng	18832
Ji-Na Park	9712
Zhaoxing Zhang	677
Eng-Huat Toh	573
Derong Liu 0001	16266
Jie Feng	11069
Evette Ludman	17801
Jaeyoung Shin	2367
Mostafa Agour	4203
Ryan Clarke	19739
Sylvie Guillaume	3529
Alessio Giberti	7010
Daeho Jang	14112
Alejandro Hernandez	3930
Young-Joo Lee	4509
Yu Chen	10499
Giovanni Migliazza	17619
Xiaomeng Chai	19597
Zhen Liu	8977
Huashen Wang	6464
Indira Thouvenin	9264
Ying Lu	15525
Changbei Ma	7905
Kevin J. Gaston	15694
Sanket Kadarkar	6305
Elisabeth Lex	3463
Jordi Garcia Amoros	7049
David Llaveria	436
Cheng Qian 0003	11929
Mohammed S. BenSaleh	16963
Zhiyu Wang	8761
Tamer Khattab	18379
Bartlomiej Ufnalski	19796
Gurusamy Thevar Marimuthu	14318
Tadaaki Hitomi	8501
Tingting Liu	322
Julio Hernandez-Castro	2237
Lishan Liu	16513
Kai Liao	4219
Sukanta Dey	7665
Shengjun Shi	4966
Hiroki Nishiyama	5567
Bernat Mir	7283
Gleison Souza Diniz Mendonca	6646
Bryan Duggan	12790
Rajib Ranjan Maiti	9808
Javier Goicoechea Fernández	9533
Rabha W. Ibrahim	4125
Jonas J. Schöttler	2219
Kei Saito	2798
Mina Hoorfar	7492
Behzad Poorali	9748
Shuhui Bu	15968
Mitja Nemec	13868
Wan Sik Hwang	6213
Gareth T. Davies	5451
Stephen S.-T. Yau	246
Jihoon Seo	8693
Ying Mao	18699
Ashish Awasthi	10773
Winston Hsu	19426
José M. Cano	6247
José-Fernán Martínez	8860
Yifan Zhao	10142
Yun-Shiow Chen	261
Aghiad Khadour	7631
Eng-Huat Toh	8854
Rakesh Ramachandran	10679
Asghar Qadir	14680
Laxit Gavshinde	5334
Antonio Miranda-Fuentes	3640
Mohannad Abuzneid	3055
Eunjin Kim	5491
Raed Khalaf Ibrahim	4404
Christian Esteve Rothenberg	2379
Ramón Alcarria	10212
Pibin Bing	11190
Ana M. Llor	17278
Mohamed Sharaf	5201
Sarah Leon Rojas	12998
Kejiang Xiao	8452
Ignasi Lluch	11236
Hiroaki Shigemasu	18117
Nicolas Le Sauze	11134
Lucas Paletta	5390
Faisel E. M. Tubbal	3706
Xin Li 0032	18452
Nick Merrill	1398
Honghai Zhang	10271
Baosheng Cao	16264
Tomoyuki Mishina	8358
María Angélica Astorga Vargas	11238
Abinash Roy	14160
Marten Maack	17619
Dawid Mieloch	19152
HyoSeong Lee	15233
Xin Gao	17545
Dinh-Mao Bui	7193
Xiaochuan Yin	3543
Gaëtan Caillaut	18450
Guodong Sun	14398
Dian Tresna Nugraha	18601
Ebrahim Nemati	8938
Imed Kacem	18653
Yong Yang 0001	578
Michal Dabek	4205
Luu Nguyen	10989
Xin-Hui Shao	5873
Lu Liu	7976
King-Jet Tseng	16386
Ji-Na Park	8838
Florian Dold	16092
Sung Jun Lee	7465
Alberto Belli	4931
Lei Du	14001
Hao Liu	2979
Zhihong Jiang	15302
Moshe Laifenfeld	18121
Zhengyi Xu	7592
Max T. Hou	10301
Xingyue Duan	8357
Marcin Piekarczyk	9870
Feijia He	18533
Melanie Volkamer	15162
Durbadal Chattaraj	7051
Sergio García 0002	11267
Haan Johng	4578
Edwin Loeff	9764
John Slabbekoorn	10780
Xing Wang	18225
Christoph Greven	6498
Naim L. Braha	9822
Giulia Orecchini	12328
Thiemo Voigt	13395
Seiji Munetoh	3414
Jerry Yu	14261
Katarína Mlynáriková	7546
M. Eskandari-Ghadi	7689
Man-Ho Kim	1844
Petr Blazek	14985
Qing Liu	1514
Andrew Hintz	5092
Haijing Sun	8741
Liu Na	9072
Amy Koike	5984
Vittorio Bilò	10753
Yuchen Wang	2384
Jozef Hrbcek	4911
Sanjib Kumar Panda	17129
Yao Mao	7284
Takanori Senoh	11560
José Manuel Cantera	14444
Hua Kuang	15315
Jared Alan Frank	9977
Guang Yang	15504
Mehdi Ghasemi	18093
Jinsoo Han	2496
Yiyuan Li	646
Miguel Ángel Pérez Toledano	3898
Terry Moore	7769
Patrick Truong	385
Stefano Parolai	682
Buddha Singh	1006
Enrique Espina	7162
José González Cabañas	9937
Alessandro Romano	14973
Hyun-Sook Choi	692
Yayun Cui	9927
Enzo Baccarelli	9107
Zhuozhu Chen	2118
Nan Chi	3876
Sabine Richling	19674
Kellen Garrison Cresswell	10393
Gregor Burger	7638
Alina Alb Lupas	5642
Hongshang Peng	8765
Zhaoyang Zhang 0003	9913
William J. Doyle	5980
Saku Levikari	2390
Jae-Nam Bae	10790
César A. Collazos	17682
Zuozhi Yang	18758
Christos M. Mathas	14143
Ali Almansoori	8729
Juewen Liu	6521
Guohua Zhou	10831
Andrej Debenjak	6739
Krishna R. Pattipati	1048
Heesu Wang	15467
Lei Sun	11957
Rakshit Agrawal	5868
Mina Guirguis	15373
Lizhang Xu	16720
Ming Lim	5085
Ralf Hellmann	9040
Xiangfeng Zhu	10144
Benjamin Elliott	12528
Guang Wang	3418
Houzhang Fang	8881
Shan Yin	11614
Carrie Roy	11163
Ivo Ihrke	7227
Laurens Porzenheim	5481
Johan J. Lukkien	6753
Gabriele Scalia	3426
Alexander Malaver	6371
Mathieu Cousy	19550
Joan Peuteman	15567
Anastasia Kuzminykh	16082
Félix Iglesias	13843
Li Yin	17683
Carlo Vitucci	15132
Chu-Ren Huang	17821
Liansheng Zhang	14879
Sanat Sarangi	5351
Baoxia Li	10608
Jiateng Hou	189
Fei Hu 0001	10574
Yoon A. Kim	11681
Eunchan Kim	10448
Maria Papadopouli	490
Hyug-Han Kim	8392
Wen-I Wu	15590
Yusran Sulaiman	5747
Songbo Zhang	10322
Kamalesh Hatua	15358
Muhammad Golam Kibria	14143
Alexander Bieber	10831
Rongxin Tong	6764
Hossein Moosaei	18278
Chen Peng 0001	10450
B. Akilesh	17602
Younes Sangsefidi	3544
Anita Alicante	5455
Farid Meibody-Tabar	387
Xiaohui Lu	8875
Muhammad Sajeel	9906
Lianjie Ma	279
Amedeo Palopoli	19815
Ingeol Lee	6372
Fan Ding	16713
Pino Caballero-Gil	7154
Dong Yang 0001	5510
Ling Chen	14964
Lluís Terés	10645
Ting Dai	9912
Atsushi Shimada	19881
Wolfgang Reisig	13399
Wei Wang 0103	7492
Anhong Guo	17355
Ejaz Ahmed	17863
Jaspreet Kaur Mann	5432
Jin Sha	6660
Chunrong Peng	2065
P. Zhuang	14741
Radoslav Paulen	4944
Danielle O&apos;Donovan	10902
Paul A. Miller	13023
Richard D. Green	15648
Nader El-Taweel	12331
Chih-Yin Liu	9095
Víctor Miñambres-Marcos	10128
Jin Qin	11651
Jinglei Yang	6339
Lance Alpuerto	11062
Chunxuan Ye	11785
Ian Dunwell	17593
Zhiling Wang	16463
Klaus Tönnies	1667
R. H. Lin	3504
Deniz Çaliskan	13355
Wei Shi	8393
Wutthichai Chansuwath	5293
Aurelian Rotaru	13837
Hector Cervantes-Culebro	14751
Thomas D. C. Little	11505
Lucas Jódar	14884
Hsiao-feng Francis Lu	1801
Justine Bizzocchi	3246
Kaustav Bera	18956
Rathinam Manivasakan	837
Wenhong Wei	5101
Consuelo Gonzalo-Martín	3745
Wen Chen 0006	2291
Grover Zurita	7783
Alberto Cabada	16061
Jan Heller	14144
Tian Jin	1168
Brendan Walker	12985
Ewa Luger	11945
Michael Schmeing	14281
Filippo Palumbo	16492
Guan-Ren Chen	16073
Dina Bseiso	18896
Lang Feng	15412
Jae Kang Lee	8489
José M. Barat	14862
Akhtar Hussain	7104
José Rodríguez 0001	4132
Zhikun Chen	13980
Yuxiong Li	13157
Heinz Schlesinger	10658
Azizan Abu Samah	1374
Taikoh Fushimi	8158
Yingjie Li 0007	19880
Miguel Gabriel Villarreal-Cervantes	3124
Christof Paar	6579
Youngho Park 0005	12950
Jun Yabuchi	7441
Shaharil Mad Saad	17898
Maurizio Lucenteforte	939
Hyundong Shin	14415
Mateusz Klimczak	19176
Daniel Clarke	15001
Kamal Meghriche	1461
Yu-Chian Lin	166
Lexuan Meng	8249
Yuguang Yang	17733
Nan Chi	13774
Hengwei Yu	13699
Laxminarayan Thorat	7124
Mark P. Ottensmeyer	7469
Jie Zhang 0002	16041
Scott D. Soelberg	2666
Giuseppe Sartori	3210
Rüdiger Dillmann	14554
Hassan A. El-Morshedy	3089
Huy-Dung Han	12657
Karl David Wegner	4145
Chuangbin Chen	8430
Xian Li	13264
André Silva	14337
Angelo Esposito	17061
Shuai Hao	8837
Matt Jones 0001	11750
Rania Mousa	19533
Khalid Tearo	1398
Vinod Pangracious	18974
Mahmoud E. Khater	6541
Mihui Kim	17208
Yuze Huang	11059
Zhitao Wang	11253
Seungjae Oh	3391
Buraga Srinivasa Rao	17396
Mohamad Amiri	18564
Xin Zhang 0024	2264
Zhongjun Xue	19843
Martin Grochulla	1744
Guangxing Liang	6759
Myonglae Chu	8497
Jean-François Boulicaut	8303
Chanyong Park	15710
Peng Chen	9668
Gourinath Banda	10558
Kuo-Wei Chuang	12928
Stamatios Giannoukos	7185
Anabel Llavador	3174
Peng Yu	8327
Shunlin Rong	9435
Roberta Scarparo	3977
Trinidad Ruiz	18370
Louis Chevallier	15945
David Naccache	14311
Gaby Albrecht	14468
Donglai Li	9121
Nitish V. Thakor	3500
Qing Cai	16154
Matteo Albéri	13030
Anne Humeau-Heurtier	3703
Yangmin Li	2315
Zhiyuan Zhou	16619
Taoyu Li	2586
Xiwang Cao	1045
Christoph Förste	15581
Sivaprasad Athikkal	2384
Fazlullah Khan	17058
Luyi Bai	12100
Mitsuru Minakuchi	17089
Viktoria Fodor	18785
Kang-Zhi Liu	19462
Jixin Liu	4262
José María de Fuentes	8201
Mathieu Aubry	19653
A. V. Chertok	6121
Robin Groschup	9203
Chris Greenhalgh	9503
Carlos A. Fonseca	17783
Wangmeng Zuo	7279
K. Dhanalakshmi	17203
Congwu Tao	13050
Woon Hau Chin	5935
Claudio Gentile	14807
Joseph Seering	18875
David Shan-Hill Wong	4912
Woongwoo Lee	145
Guido Masera	1728
Shafique Akbare	2159
Haichang Gu	2385
Smitha M. N. Rao	4792
Fakhar Ullah Mangla	6493
Piyush Tiwary	11008
Mohammad Sharifzadeh	4467
Aditya Vamsi Mamidi	18464
Carmen Ridao-Fernández	5246
Alessio Graziani	8715
Tao Yang	6652
V. Anantha Narayanan	17131
Max A. Little	18182
Mandi Xu	4372
Lidia Aceto	17158
Chuanzhi Bai	6977
Kecai Jiang	4675
Diederik Bulters	11535
Fan Ke	13258
Frode Eika Sandnes	9575
Wencai Du	610
Enrico Frumento	16230
Bibhya Sharma	2501
Stephane Ourevitch	11366
Newsha Ardalani	18971
Mohammed El-Hajjar	17842
Maurice Khabbaz	246
Dariusz Szmigiel	8958
Hanfei Mei	14268
Po-Yuan Yang	6939
Guannan Bao	2876
Dandan Lei	7281
Flavio Capraro	7846
Thomas Luth	2703
Mengdi Xie	10458
Fukun Bi	11653
Nozhan Bayat	6652
Juan Manuel Peña	18037
Antonio L. Rodriguez	19652
Maarouf Saad	17907
Parisa Shokouhi	3777
Kanako Nakagawa	11922
Akinlolu Olumide Akande	11126
John Downs	19280
Tai-Ping Sun	19320
Zheng Zeng	16850
Yuming Jiang	10130
Moulay Akhloufi	10299
Hao-Hung Chai	16836
Beichen Li	13279
Yanshen Hu	14312
